id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
391,Deutsches Patent- und Markenamt,info@dpma.de,"Zweibrückenstraße 12
80331 München, Freistaat Bayern
Deutschland
Grosskundenanschrift:
80297 München
Telefon: 
+49 89 2195-0
Fax: 
+49 89 2195-2221


  
Dienststelle Jena
Goethestraße 1
07743 Jena, Freistaat Thüringen
Deutschland
Grosskundenanschrift:
07738 Jena
Telefon: 
+49 3641 40-54
Fax: 
+49 3641 40-5690
grundsatzangelegenheitent@dpma.de

  
Technisches Informationszentrum Berlin
Gitschiner Straße 97
10969 Berlin, Berlin
Deutschland
Grosskundenanschrift:
10958 Berlin
Telefon: 
+49 30 25992-0
Fax: 
+49 30 25992-404
grundsatzangelegenheitent@dpma.de","Hauptadresse
Zweibrückenstraße 12
80331 München, Freistaat Bayern
Deutschland
Grosskundenanschrift:
80297 München
Telefon: 
+49 89 2195-0
Fax: 
+49 89 2195-2221",http://www.dpma.de,Andere,bund,Justiz,,"Deutsches Patent- und Markenamt, Patentamt, DPMA, Patente, Marken, Patentschutz, Lizenzrecht, ","Das Deutsche Patent- und Markenamt (DPMA) ist dem Bundesministerium der Justiz angegliedert und die Zentralbehörde auf dem Gebiet des gewerblichen Rechtsschutzes in Deutschland. Es erteilt Patente, trägt Marken und Muster ein und verwaltet sie. Außerdem informiert es die Öffentlichkeit über gewerbliche Schutzrechte.
Zusammen mit seinen Vorläufern – dem Kaiserlichen Patentamt und dem Reichspatentamt – kann das DPMA auf eine über 130-jährige Geschichte zurückblicken. Derzeit hat die Behörde rund 2.500 Beschäftigte. 
Organisatorischer Aufbau

Organisatorisch ist das DPMA in fünf Arbeitsbereiche, so genannte Hauptabteilungen gegliedert:
Patente (Hauptabteilungen 1/I und 1/II)

Der Arbeitsbereich Patente gliedert sich aufgrund seiner umfangreichen Aufgaben in zwei Hauptabteilungen, die Hauptabteilung 1/I (Maschinenbau und Mechanische Technologie) und die Hauptabteilung 1/II (Elektrotechnik, Chemie und Physik).

Etwa 700 Mitarbeiterinnen und Mitarbeiter aus den Bereichen Ingenieurswesen, Physik, Chemie und weiteren Naturwissenschaften sind als Patentprüfer und Patentprüferinnen in den Hauptabteilungen 1 tätig. Sie prüfen eingereichte Anmeldungen auf Patentfähigkeit, erteilen Patente und bearbeiten Einsprüche. 
Information (Hauptabteilung 2)

Die Mitarbeiterinnen und Mitarbeiter der Hauptabteilung 2 informieren die Öffentlichkeit über gewerbliche Schutzrechte und die einzelnen Schritte einer Patent-, Gebrauchsmuster-, Marken- und Geschmacksmusteranmeldung. Sie verwalten und aktualisieren unsere Datenbanken und unterstützen die Nutzerinnen und Nutzer bei ihren Recherchen. 

Die Betreuung der bundesweit mehr als zwanzig Patentinformationszentren ist ebenfalls Aufgabe der Mitarbeiterinnen und Mitarbeiter der Hauptabteilung Information.
Marken und Muster (Hauptabteilung 3)

Im Markenbereich prüfen die Mitarbeiterinnen und Mitarbeiter Anmeldungen nationaler Marken und tragen diese in das Markenregister ein, soweit die Voraussetzungen hierfür erfüllt sind. Darüber hinaus befassen sie sich mit Widersprüchen Dritter gegen Markeneintragungen und entscheiden in Markenlöschungsverfahren. Hinzu kommt eine Vielzahl von Aufgaben in Verfahren der internationalen Registrierung von Marken. 
Die Mitarbeiterinnen und Mitarbeiter der Hauptabteilung 3 sind auch für die Gebiete Gebrauchsmuster, Geschmacksmuster und Topographien zuständig. Sie registrieren diese Schutzrechte auf Antrag und entscheiden über Löschungsanträge. 
Zentrale Verwaltung, Rechtsabteilung (Hauptabteilung 4) 

Die Mitarbeiterinnen und Mitarbeiter der Hauptabteilung 4 nehmen in erster Linie die klassischen Verwaltungsaufgaben wahr. Dazu zählen beispielsweise die Bearbeitung von Personal-, Haushalts- und Rechtsangelegenheiten, die Verwaltung und Betreuung der Gebäude und die Organisation von Verwaltungsabläufen. 

Siehe http://www.bund.de/DE/Behoerden/D/DPMA/Deutsches-Patent-und-Markenamt.html",,Bundesministerium der Justiz und für Verbraucherschutz
7731,Deutsche Sporthochschule Köln,infopoint@dshs-koeln.de,Tel. 2381 8789-234 Fax ,Am Sportpark Müngersdorf 6 50933 Köln,http://www.dshs-koeln.de,Hochschule,nrw,"""Bildung und Forschung""",Köln DSHS,,Universitäten und Hochschulen mit Promotionsrecht,,
393,Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung,info@dpz.eu,"Kellnerweg 4
37077 Göttingen, Niedersachsen
Deutschland
Telefon: 
+49 551 3851-0
Fax: 
+49 551 3851-228
info@dpz.eu","Hauptadresse
Kellnerweg 4
37077 Göttingen, Niedersachsen
Deutschland
Telefon: 
+49 551 3851-0
Fax: 
+49 551 3851-228
info@dpz.eu",http://www.dpz.gwdg.de/,Andere,bund,"""Bildung und Forschung""",,"Deutsches Primatenzentrum GmbH, DPZ, Primaten, ","Die Aufgaben des Deutschen Primatenzentrums (DPZ) sind die Bearbeitung grundlagenorientierter biologischer und biomedizinischer Forschungsprojekte mit und über Primaten sowie der Service für andere, universitäre und ausseruniversitäre Einrichtungen auf diesen Arbeitsgebieten. Die eigene Forschung konzentriert sich auf langfristig bedeutsame und aktuelle wissenschaftliche Fragestellungen, die besonders das Studium von Primaten erfordern.

Siehe http://www.bund.de/DE/Behoerden/D/DPZ/Deutsches-Primatenzentrum-GmbH.html",,Leibniz-Gemeinschaft
394,Deutsches Rheuma-Forschungszentrum Berlin,info-@drfz.de,"Charitéplatz 1
10117 Berlin, Berlin
Deutschland
Telefon: 
+49 30 28460-0
Fax: 
+49 30 28460-603
info-@drfz.de","Hauptadresse
Charitéplatz 1
10117 Berlin, Berlin
Deutschland
Telefon: 
+49 30 28460-0
Fax: 
+49 30 28460-603
info-@drfz.de",http://www.drfz.de,Stiftung des Privatrechts,bund,,,"Deutsches Rheuma-Forschungszentrum Berlin, DRFZ, Forschung",,,Leibniz-Gemeinschaft
395,Deutsches Rotes Kreuz,suchdienst@drk.de,"Generalsekretariat, DRK-Suchdienst, Verbindungsstelle
Königswinterer Straße 29
53227 Bonn, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 228 91730-88
Fax: 
+49 228 91730-89
suchdienst@drk.de

  
DRK-Suchdienst Standort Hamburg
Amandastraße 72 - 74
20357 Hamburg, Freie und Hansestadt Hamburg
Deutschland
Telefon: 
+49 40 43202-0
Fax: 
+49 40 43202-200
auskunft@drk-sdhh.de

  
DRK-Suchdienst Standort München
Chiemgaustraße 109
81549 München, Freistaat Bayern
Deutschland
Telefon: 
+49 89 680773-0
Fax: 
+49 89 68074592
info@drk-suchdienst.org","Generalsekretariat, Suchdienst-Leitstelle, Amtliches Auskunftsbüro
Carstennstraße 58
12205 Berlin, Berlin
Deutschland
Postanschrift:
Postfach 45 02 30, 12172 Berlin
Telefon: 
+49 3085404-170
Fax: 
+49 30 85404-458
suchdienst@drk.de",http://www.drk.de/,Andere,bund,Entwicklung,,"Deutsches Rotes Kreuz, DRK, Erste Hilfe, Blutspende, Hilfsorganisation, Sozialarbeit, Suchdienst",,,
396,Deutsches Schiffahrtsmuseum,info@dsm.museum,"Hans-Scharoun-Platz 1
27568 Bremerhaven, Freie Hansestadt Bremen
Deutschland
Telefon: 
+49 471 48207-0
Fax: 
+49 471 48207-55
info@dsm.museum","Hauptadresse
Hans-Scharoun-Platz 1
27568 Bremerhaven, Freie Hansestadt Bremen
Deutschland
Telefon: 
+49 471 48207-0
Fax: 
+49 471 48207-55
info@dsm.museum",http://www.dsm.museum/,Andere,bund,"""Kultur und Medien""",,"Deutsches Schiffahrtsmuseum, DSM, Forschung",,,
3838,Deutsches Theater / Kammerspiele,service@deutschestheater.de,,,http://www.deutschestheater.de/,Theater,berlin,,,,,,
397,Deutsche Stiftung Friedensforschung,info@bundesstiftung-friedensforschung.de,"Am Ledenhof			  3 - 5
49074 Osnabrück, Niedersachsen
Deutschland
Telefon: 
+49 541 6003542
Fax: 
+49 541 60079039
info@bundesstiftung-friedensforschung.de","Hauptadresse
Am Ledenhof			  3 - 5
49074 Osnabrück, Niedersachsen
Deutschland
Telefon: 
+49 541 6003542
Fax: 
+49 541 60079039
info@bundesstiftung-friedensforschung.de",http://www.bundesstiftung-friedensforschung.de,Stiftung des Privatrechts,bund,,,"Deutsche Stiftung Friedensforschung, DSF, Stiftung, Privatrecht, Forschung, Frieden,",,,
398,Deutsche Stiftung für internationale rechtliche Zusammenarbeit e.V.,info@irz.de,"Ubierstraße 92
53173 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 20 04 09, 53134 Bonn
Telefon: 
+49 228 9555-0
Fax: 
+49 228 9555-100
info@irz.de","Hauptadresse
Ubierstraße 92
53173 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 20 04 09, 53134 Bonn
Telefon: 
+49 228 9555-0
Fax: 
+49 228 9555-100
info@irz.de",http://www.irz.de,Andere,bund,,,"Deutsche Stiftung für internationale rechtliche Zusammenarbeit e.V., IRZ, Rechtssystem","Die Deutsche Stiftung für internationale rechtliche Zusammenarbeit 
e. V.
 (IRZ-Stiftung) wurde im Mai 1992 auf Initiative des damaligen Bundesjustizministers 
Dr.
 Klaus Kinkel gegründet. Sie ist von der Bundesregierung beauftragt, Unterstützung auf dem Gebiet der Reform des Rechtssystems in den Staaten Mittel- und Osteuropas sowie in den neuen Unabhängigen Staaten der ehemaligen Sowjetunion zu leisten. Entsprechende Hilfe wird den Partnerstaaten des Stabilitätspakts für Südosteuropa angeboten. Ein weiterer Schwerpunkt ist die Zusammenarbeit mit den Partnerstaaten im Bereich der Angleichung nationalen Rechts an das Recht der Europäischen Union sowie die Unterstützung von Weiterbildungsmaßnahmen im Justizbereich insbesondere im Rahmen der Programme Phare und Tacis der Europäischen Kommission.
Derzeit ist die Stiftung in folgenden Ländern tätig: Albanien, Belarus, Bosnien-Herzegowina, Bulgarien, BR Jugoslawien, Estland, Georgien, Kroatien, Lettland, Litauen, Mazedonien, Polen, Rumänien, Russische Föderation, Slowakische Republik, Slowenien, Tschechische Republik, Ukraine und Ungarn.

Siehe http://www.bund.de/DE/Behoerden/D/Deutsche-Stiftung-fuer-internationale-rechtliche-Zusammenarbeit-eV/Deutsche-Stiftung-fuer-internationale-rechtliche-Zusammenarbeit-eV.html",,
4122,Deutsche Stiftung Verbraucherschutz,info@verbraucherstiftung.de,"Tel. (030) 258 00-269
Fax (030) 258 00-238","Markgrafenstraße 66, 10969 Berlin",http://www.verbraucherstiftung.de/,Stiftung,bund,"Landwirtschaft, Verbraucherschutz",,,,Die Stiftung fällt nicht unter den Anwendungsbereich des IFG.,
399,Deutsches Weininstitut GmbH,info@deutscheweine.de,"Gutenbergplatz 3 - 5
55116 Mainz, Rheinland-Pfalz
Deutschland
Telefon: 
+49 6131 2829-0
Fax: 
+49 6131 2829-20
info@deutscheweine.de","Hauptadresse
Gutenbergplatz 3 - 5
55116 Mainz, Rheinland-Pfalz
Deutschland
Telefon: 
+49 6131 2829-0
Fax: 
+49 6131 2829-20
info@deutscheweine.de",http://www.deutscheweine.de,Andere,bund,Wirtschaft,,"Deutsches Weininstitut GmbH, DWI, Weine",,,
400,Deutsches Zentralinstitut für soziale Fragen,sozialinfo@dzi.de,"Bernadottestraße 94
14195 Berlin, Berlin
Deutschland
Telefon: 
+49 30 839001-0
Fax: 
+49 30 8314750
sozialinfo@dzi.de","Hauptadresse
Bernadottestraße 94
14195 Berlin, Berlin
Deutschland
Telefon: 
+49 30 839001-0
Fax: 
+49 30 8314750
sozialinfo@dzi.de",http://www.dzi.de/,Stiftung des öffentlichen Rechts,bund,"""Arbeit und Soziales""",,"Deutsches Zentralinstitut für soziale Fragen, DZI, Soziales,",,,
401,Deutsches Zentrum für Luft- und Raumfahrt e.V.,contact-dlr@dlr.de,"Linder Höhe
51147 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 2203 601-3500
Fax: 
+49 2203 601-3502


  
Standort Berlin
Rutherfordstraße  2
12489 Berlin, Berlin
Deutschland
Telefon: 
+49 30 67055-0

  
Standort Bonn-Oberkassel
Königswinterer Straße 522 - 524
53227 Bonn, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 228 447-0

  
Standort Braunschweig
Lilienthalplatz 7
38108 Braunschweig, Niedersachsen
Deutschland
Telefon: 
+49 531 295-0
Fax: 
+49 531 295-2271

  
Standort Göttingen
Bunsenstraße 10
37073 Göttingen, Niedersachsen
Deutschland
Telefon: 
+49 551 709-0
Fax: 
+49 551 709-2101

  
Standort Lampoldshausen
Lampoldshausen
74239 Hardthausen, Baden-Württemberg
Deutschland
Telefon: 
+49 6298 28-0
Fax: 
+49 6298 28-112

  
Standort Oberpfaffenhofen
Münchener Straße 20
82234 Weßling, Freistaat Bayern
Deutschland
Telefon: 
+49 8153 28-0
Fax: 
+49 8153 28-2243

  
Standort Stuttgart
Pfaffenwaldring 38 - 40
70569 Stuttgart, Baden-Württemberg
Deutschland
Telefon: 
+49 711 6862-0
Fax: 
+49 711 6862-349","Hauptadresse
Linder Höhe
51147 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 2203 601-3500
Fax: 
+49 2203 601-3502",http://www.dlr.de/,Andere,bund,,,"Deutsches Zentrum für Luft- und Raumfahrt e.V., DLR, Luftfahrt, Raumfahrt, Flugverkehr, Zivilluftfahrt, ",,,
402,Deutsches Zentrum für Neurodegenerative Erkrankungen e.V.,information@dzne.de,"Sigmund-Freud-Straße 25
53127 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Ludwig-Ehrhard-Allee 2, 53175 Bonn
Telefon: 
+49 228 308990","Hauptadresse
Sigmund-Freud-Straße 25
53127 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Ludwig-Ehrhard-Allee 2, 53175 Bonn
Telefon: 
+49 228 308990",http://www.dzne.de,Andere,bund,,,"Deutsches Zentrum für Neurodegenerative Erkrankungen, DZNE, Neurodegenerative Erkrankung",,,Helmholtz-Gemeinschaft
403,Deutsche UNESCO-Kommission e.V.,info-bibliothek@unesco.de,"Colmantstraße 15
53115 Bonn, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 228 60497-0
Fax: 
+49 228 60497-30
info-bibliothek@unesco.de","Hauptadresse
Colmantstraße 15
53115 Bonn, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 228 60497-0
Fax: 
+49 228 60497-30
info-bibliothek@unesco.de",http://www.unesco.de/,Andere,bund,Entwicklung,,"Deutsche UNESCO-Kommission e.V., DUK, UNESCO,  Auswärtige Kulturpolitik","Die Deutsche UNESCO-Kommission ist eine vom Auswärtigen Amt geförderte Mittlerorganisation der deutschen Auswärtigen Kulturpolitik.

Siehe http://www.bund.de/DE/Behoerden/D/DUK/Deutsche-UNESCO-Kommission-eV.html",,
404,Deutsche Verbindungsstelle des Rüstungsbereichs USA/Kanada,DtVStRue@bwb.org,"11150 Sunrise Valley Drive
VA 2019-4332 Reston
USA
Telefon: 
+1 703 390-3100
Fax: 
+1 703 390-3360
DtVStRue@bwb.org","Hauptadresse
11150 Sunrise Valley Drive
VA 2019-4332 Reston
USA
Telefon: 
+1 703 390-3100
Fax: 
+1 703 390-3360
DtVStRue@bwb.org",http://www.bwb.org,Andere,bund,,,"Deutsche Verbindungsstelle des Rüstungsbereichs USA/Kanada, DtVStRü USA/Ka, Streitkräfte, Bundeswehr, Rüstung, Wehrtechnik","Die Deutsche Verbindungsstelle des Rüstungsbereiches USA/Kanada (DtVStRü USA/Ka) gehört zum Geschäftsbereich des Bundesamtes für Wehrtechnik und Beschaffung. Sie befindet sich in Reston/Virginia in den Vereinigten Staaten.
Die Deutsche Verbindungsstelle des Rüstungsbereiches vertritt als nachgeordnete Dienststelle des Bundesamtes für Wehrtechnik und Beschaffung (BWB) wehrtechnische und rüstungswirtschaftliche Belange gegenüber amerikanischen und kanadischen Stellen der Amtsseite sowie des industriellen Bereichs. Eine umfassende Aufgabe, die bei der Umsetzung des 
Customer Product Management
 (CPM) im Rahmen internationaler Kooperationen zunehmend an Bedeutung gewinnt.
Die Aufgaben der DtVStRü USA/Ka lassen sich den vier Schwerpunktbereichen zuordnen:
Verbindungstätigkeit,
Projekttätigkeit,
Beschaffung,
Unterstützung beim Austauschprogramm für Wehringenieure, Wehrwissenschaftler sowie Verwaltungspersonal und Personal der Sonderdienste.
Bei der DtVStRü USA/Ka sind derzeit zirka 50 Mitarbeiterinnen und Mitarbeiter beschäftigt.

Siehe http://www.bund.de/DE/Behoerden/D/DtVStRue-USA-Ka/Deutsche-Verbindungsstelle-des-Ruestungsbereichs-USA-Kanada.html",,Bundesamt für Wehrtechnik und Beschaffung
405,Deutsche Verbindungsstelle Krankenversicherung - Ausland,post@dvka.de,"Pennefeldsweg 12 c
53177 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 20 04 64, 53134 Bonn
Telefon: 
+49 228 9530-0
Fax: 
+49 228 9530-600
post@dvka.de","Hauptadresse
Pennefeldsweg 12 c
53177 Bonn, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 20 04 64, 53134 Bonn
Telefon: 
+49 228 9530-0
Fax: 
+49 228 9530-600
post@dvka.de",http://www.dvka.de/,Andere,bund,Gesundheit,,"Deutsche Verbindungsstelle Krankenversicherung - Ausland, DVKA, Gemeinschaftseinrichtung, deutsche gesetzliche Krankenversicherung","""Die Abteilung Deutsche Verbindungsstelle Krankenversicherung – Ausland (
DVKA
) des 
GKV
-Spitzenverbandes versteht sich als zuverlässiger Partner von Krankenkassen, deren Versicherten und Verbänden, anderen Sozialversicherungsträgern sowie international agierenden Institutionen. Als internationales Bindeglied zwischen den Sozialversicherungssystemen erbringt die 
DVKA
, mit Sitz in Bonn, umfassende Serviceleistungen im Rahmen der 
EU
- und Abkommensregelungen mit über 40 Staaten.""

Siehe http://www.bund.de/DE/Behoerden/D/DVKA/Deutsche-Verbindungsstelle-Krankenversicherung-Ausland.html",,
406,Deutsche Welle,info@dw.de,"T +49.228.429-0
T +49.30.4646-0","Deutsche Welle
Kurt-Schumacher-Strasse 3
53113 Bonn
Germany

Deutsche Welle
Voltastraße 6
13355 Berlin
Germany",http://www.dw-world.de/,Andere,bund,,,"Deutsche Welle, Auslandsrundfunk","Die Deutsche Welle ist der Auslandsrundfunk Deutschlands. Sie ist die mediale Visitenkarte Deutschlands in der Welt.

Ihr Fernseh-, Hörfunk- und Internetangebot fördert den Dialog der Kulturen und vermittelt Werte der freiheitlichen Demokratie.

Siehe http://www.bund.de/DE/Behoerden/D/Deutsche-Welle/Deutsche-Welle.html",,Beauftragte der Bundesregierung für Kultur und Medien
407,Deutsche Zentralbibliothek für Medizin,info@zbmed.de,"Gleueler Straße 60
50931 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 221 478-5600
Fax: 
+49 221 478-7102
info@zbmed.de","Hauptadresse
Gleueler Straße 60
50931 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 221 478-5600
Fax: 
+49 221 478-7102
info@zbmed.de",http://www.zbmed.de,Andere,bund,,,"Deutsche Zentralbibliothek für Medizin, ZB MED",,,
320,Deutsche Zentralbibliothek für Wirtschaftswissenschaften - Leibniz Informationszentrum Wirtschaft,info@zbw.eu,"Düsternbrooker Weg 120
24105 Kiel, Schleswig-Holstein
Deutschland
Telefon: 
+49 431 8814-555
Fax: 
+49 431 8814-520
info@zbw.eu","Hauptadresse
Düsternbrooker Weg 120
24105 Kiel, Schleswig-Holstein
Deutschland
Telefon: 
+49 431 8814-555
Fax: 
+49 431 8814-520
info@zbw.eu",http://www.zbw-kiel.de,Andere,bund,"""Bildung und Forschung"", Gesundheit, Verbraucherschutz",,"Deutsche Zentralbibliothek für Wirtschaftswissenschaften - Leibniz  Informationszentrum Wirtschaft, ZBW, Forschung",,,
321,Deutsche Zentrale für Tourismus e. V.,info@d-z-t.com,"Beethovenstraße 69
60325 Frankfurt am Main, Hessen
Deutschland
Telefon: 
+49 69 974640
Fax: 
+49 69 751903
info@d-z-t.com","Hauptadresse
Beethovenstraße 69
60325 Frankfurt am Main, Hessen
Deutschland
Telefon: 
+49 69 974640
Fax: 
+49 69 751903
info@d-z-t.com",http://www.deutschland-tourismus.de,Andere,bund,,,"Deutsche Zentrale für Tourismus e. V., DZT, Tourismus","Deutsche Zentrale für Tourismus 
e. V.

Siehe http://www.bund.de/DE/Behoerden/D/DZT/Deutsche-Zentrale-fuer-Tourismus-e-V.html",,
322,Deutsch-Französische Hochschule,info@dfh-ufa.org,"Tel.: +49 (0)6 81 / 9 38 12-1 00
Fax: +49 (0)6 81 / 9 38 12-1 11","Postfach 10 07 62
66007 Saarbrücken",http://www.dfh-ufa.org,Hochschule,saarland,,,,,,
4044,Deutschlandradio,info@dradio.de,,"Raderberggürtel 40
50968 Köln
",http://www.dradio.de/,Medienanstalt,nrw,"""Kultur und Medien""",dradio,,,,
5595,"Dezernat für Bildung, Kultur und Wissenschaft - Saarbrücken",erik.schrader@saarbruecken.de,"Tel.: +49 681 905-1730
Fax: +49 681 905-1317","Rathausplatz 1
St. Johann
66111 Saarbrücken",http://www.saarbruecken.de,,saarland,,,,,,
5596,"Dezernat für Bürgerdienste, Sicherheit, Soziales und Sport - Saarbrücken",harald.schindel@saarbruecken.de,"Tel.: +49 681 905-1306
Fax: +49 681 905-1320","Rathausplatz 1
St. Johann
66111 Saarbrücken",http://www.saarbruecken.de,,saarland,,,,,,
323,DFS Deutsche Flugsicherung GmbH,info@dfs.de,"Am DFS-Campus 10
63225 Langen, Hessen
Deutschland
Telefon: 
+49 6103 707-0
Fax: 
+49 6103 707-1396
info@dfs.de


  
Nebenstelle Aeronautical Information Service Centre
Stützeläckerweg 12 - 14
60489 Frankfurt am Main, Hessen
Deutschland
Telefon: 
+49 69 78072-600

  
Nebenstelle Akademie Langen
Am DFS-Campus 4
63225 Langen, Hessen
Deutschland

  
Nebenstelle Center-Niederlassung Karlsruhe
Rintheimer Querallee 6
76131 Karlsruhe, Baden-Württemberg
Deutschland

  
Nebenstelle Center-Niederlassung Maastricht
Horsterweg 11
6199 AC Maastricht-Airport
Niederlande
Telefon: 
+31 43 3661-317

  
Nebenstelle Center-Niederlassung München
Nordallee 34
85356 München, Freistaat Bayern
Deutschland
Telefon: 
+49 89 9780-0

  
Nebenstelle Energiezentrale Langen
Am DFS-Campus 3
63225 Langen, Hessen
Deutschland

  
Nebenstelle Forschungszentrum Langen
Am DFS-Campus 5
63225 Langen, Hessen
Deutschland

  
Nebenstelle Logistikzentrum Langen
Am DFS-Campus 2
63225 Langen, Hessen
Deutschland

  
Nebenstelle Systemhaus Langen
Am DFS-Campus 7
63225 Langen, Hessen
Deutschland

  
Nebenstelle Tower-/ Center-Niederlassung Bremen
Flughafendamm 45
28199 Bremen, Freie Hansestadt Bremen
Deutschland
Telefon: 
+49 421 5372-0

  
Nebenstelle Tower-Niederlassung Berlin-Schönefeld
Mittelstraße 5 - 5 a
12529 Berlin, Berlin
Deutschland
Telefon: 
+49 30 63496-101 (Niederlassungsleitung), +49 30 4101-3807 (Tower-Kanzel)

  
Nebenstelle Tower-Niederlassung (Airport Center) Berlin-Schönefeld
Mittelstraße 5 - 5 a
12529 Berlin, Berlin
Deutschland
Telefon: 
+49 30 4306-111 (Front-Office), +49 30 63496-220 (Tower-Kanzel)

  
Nebenstelle Tower-Niederlassung Berlin-Tegel
Mittelstraße 5 - 5 a
12529 Berlin, Berlin
Deutschland
Telefon: 
+49 30 63496-101 (Niederlassungsleitung)

  
Nebenstelle Tower-Niederlassung Dresden
Hermann-Reichelt-Straße 25
01109 Dresden, Freistaat Sachsen
Deutschland
Telefon: 
+49 351 8825-0

  
Nebenstelle Tower-Niederlassung Erfurt
Flughafen Erfurt
99092 Erfurt, Freistaat Thüringen
Deutschland
Telefon: 
+49 361 22323-0

  
Nebenstelle Tower-Niederlassung Hamburg
Flughafen Hamburg
Gebäude: 335
22335 Hamburg, Freie und Hansestadt Hamburg
Deutschland
Telefon: 
+49 40 507117-100

  
Nebenstelle Tower-Niederlassung Hannover
Schulenburg Nord 44
30855 Langenhagen, Niedersachsen
Deutschland
Telefon: 
+49 511 7797-101

  
Nebenstelle Tower-Niederlassung Köln/Bonn
Heinrich-Steinmann-Straße
51147 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 2203 5707-111

  
Nebenstelle Tower-Niederlassung Leipzig
Towerstraße 2
04435 Schkeuditz, Freistaat Sachsen
Deutschland
Telefon: 
+49 341 4667-100

  
Nebenstelle Tower-Niederlassung Münster/Osnabrück
Flughafen Münster/Osnabrück
48268 Greven, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 2571 9395-0

  
Nebenstelle Tower-Niederlassung Nürnberg
Flughafenstraße 120
90411 Nürnberg, Freistaat Bayern
Deutschland
Telefon: 
+49 911 36059-0

  
Nebenstelle Tower-Niederlassung Saarbrücken
Balthasar-Goldstein-Straße
66131 Saarbrücken, Saarland
Deutschland
Telefon: 
+49 6893 8008-0

  
Nebenstelle Tower-Niederlassung Stuttgart
Plieninger Straße 70
70794 Filderstadt, Baden-Württemberg
Deutschland
Telefon: 
+49 711 948-4953","Hauptadresse
Am DFS-Campus 10
63225 Langen, Hessen
Deutschland
Telefon: 
+49 6103 707-0
Fax: 
+49 6103 707-1396
info@dfs.de",http://www.dfs.de,Obere Bundesbehörde,bund,Verkehr,,"DFS Deutsche Flugsicherung GmbH, Flugverkehr, Flugverkehrskontrolle","Die DFS Deutsche Flugsicherung 
GmbH
 ist ein bundeseigenes, privatrechtlich organisiertes Unternehmen und seit dem 1. Januar 1993 Nachfolgerin der Bundesanstalt für Flugsicherung. Zu den Aufgaben der DFS gehört vor allem die Verkehrslenkung (Flugverkehrskontrolle) sowie die Entgegennahme, Bearbeitung und Weiterleitung von Flugplänen.	

Siehe http://www.bund.de/DE/Behoerden/D/DFS/DFS-Deutsche-Flugsicherung-GmbH.html",,Bundesministerium für Verkehr und digitale Infrastruktur
6700,Die Bevollmächtigte der Freien Hansestadt Bremen beim Bund und für Europa,office@lvhb.bremen.de,"Tel.: (030) 26930-0
Fax: (030) 26930-100","Hiroshimastraße 24
10785 Berlin",http://www.landesvertretung.bremen.de,Amt,bremen,,,,,,
6668,Die Landesbeauftragte für Datenschutz und Informationsfreiheit Bremen,office@datenschutz.bremen.de,"Tel.: 0471 596-2010
0421 361-2010
Fax: 0421 496-18495","Arndtstraße 1
27570 Bremerhaven",http://www.datenschutz.bremen.de,Amt,bremen,,lfdi bremen,,,,
12885,Die Landesbeauftragte für den Datenschutz Niedersachsen,poststelle@lfd.niedersachsen.de,"Telefon: 	+49 511 120-4500
Telefax: 	+49 511 120-4599
","Prinzenstraße 5
30159 Hannover",http://www.lfd.niedersachsen.de,Beauftragte,niedersachsen,,lfdi niedersachsen,,,,
3632,Die Landesbeauftragte für den Datenschutz und für das Recht auf Akteneinsicht,poststelle@lda.brandenburg.de,"033203 356-0
033203 356-49","Die Landesbeauftragte für den Datenschutz und für das Recht auf Akteneinsicht Stahnsdorfer Damm 7714532 Kleinmachnow
Landesbeauftragte: Dagmar Hartge",http://www.lda.brandenburg.de/,Landesbeauftragte,brandenburg,,lfdi brandenburg,,,,Landtag Brandenburg
4440,Dienstleistungszentrum Ländlicher Raum - Eifel,dlr-eifel@dlr.rlp.de,"Tel.: + 49 6561 9480-0
Fax: + 49 6561 9480-299","54634 Bitburg, Brodenheckstraße 3",,Dienstleistungszentrum,rheinland-pfalz,,,,,,
